,Danish,English,Da_ARI,En_ARI,Avg_ARI
8820,"Det mener jeg, at vi kan være tilfredse med.",I believe that we should be pleased about this.,1.9100000000000001,3.4800000000000004,2.6950000000000003
1724,Jeg henviser til henstilling 1 og 2.,I am referring to Recommendations 1 and 2.,2.2557142857142836,3.1762499999999996,2.7159821428571416
1640,Reelt er der tale om en dobbelt afledning.,And indeed there is a twofold shift.,3.1762499999999996,2.2557142857142836,2.7159821428571416
1420,"Det er et forhold, man bør holde sig for øje.",This is therefore an aspect to be considered.,0.5259999999999998,4.942499999999999,2.7342499999999994
5974,Den varede kun fem måneder.,It lasted only five months.,2.735999999999997,2.735999999999997,2.735999999999997
2212,De 25% skal altså forhøjes.,So this 25% should be increased.,2.735999999999997,2.7650000000000006,2.750499999999999
7350,Det er ikke særlig store udgifter.,These costs are not very high.,4.334999999999997,1.1950000000000003,2.764999999999999
7555,Vi skal gøre dette for miljøets skyld.,We must do this for the sake of the environment.,3.6014285714285705,1.939,2.7702142857142853
2482,Det vil jeg gerne forklare nærmere.,Let me explain.,5.120000000000001,0.4800000000000004,2.8000000000000007
2617,Det er vigtigt.,That is important.,0.4800000000000004,5.189999999999998,2.834999999999999
3694,Det er vigtigt.,That is important.,0.4800000000000004,5.189999999999998,2.834999999999999
3450,Men vi har brug for den reformproces.,But we need that reform process.,2.9285714285714306,2.7650000000000006,2.8467857142857156
964,Alt sammen til gavn for forbrugerne.,All this is to the good of the consumer.,5.905000000000001,-0.18333333333333357,2.860833333333334
826,"Fru Ahern, vi har taget det til efterretning.","Mrs Ahern, we have taken note of this.",4.942499999999999,0.8212499999999991,2.881874999999999
1174,Jeg går derfor helt ind for denne beretning.,This is why I give this report my full support.,4.353750000000002,1.468,2.9108750000000008
2440,Sådan forholder det sig.,That is the reality.,5.297499999999999,0.5874999999999986,2.942499999999999
7172,"Det er et grundprincip, og det må vi beholde.",That is a basic principle which we must uphold.,2.43333333333333,3.4800000000000004,2.956666666666665
2903,Det er min vurdering i øjeblikket.,That is my judgement at the moment.,4.334999999999997,1.5828571428571436,2.9589285714285705
2290,Den kunne have lækket et andet sted.,It could have sunk anywhere.,2.2557142857142836,3.678000000000001,2.966857142857142
6796,Jeg drister mig ligeledes til også at nævne tørv.,May I also venture to raise the matter of peat?,4.526666666666667,1.468,2.9973333333333336
7921,Jeg er stolt over at støtte en sådan beslutning.,I am proud to support such a resolution.,4.003333333333334,1.9987500000000011,3.0010416666666675
1992,Det er især oprørende på det sociale plan.,This is repulsive most of all in social terms.,3.1762499999999996,2.956666666666667,3.0664583333333333
4789,Jeg vil gerne have svar på dette spørgsmål.,I should like to have an answer to that question.,3.7650000000000006,2.41,3.0875000000000004
3869,Der mangler rygrad og tænder.,"There is no backbone, and no teeth.",4.620000000000001,1.5828571428571436,3.1014285714285723
816,"Cox, jeg forstår, hvad De mener.",I understand what you are saying.,2.7650000000000006,3.5500000000000007,3.1575000000000006
9714,Jeg agter at dømme Dem på Deres handlinger.,I will therefore judge you on your deeds.,3.7650000000000006,2.5874999999999986,3.1762499999999996
1812,Vi har ikke engang en føderal EU-skat endnu.,There is as yet no federal European tax.,4.353750000000002,1.9987500000000011,3.1762500000000014
6955,"Hvorfor siger jeg, at kultur er vigtigt?",Why do I say that culture is important?,4.947142857142854,1.4100000000000001,3.178571428571427
1288,"Jeg mener ikke, at det er acceptabelt.",This is unacceptable in my view.,3.6014285714285705,2.7650000000000006,3.1832142857142856
5372,"Mange tak, fru Fraga.","Thank you, Mrs Fraga Estévez.",1.7650000000000006,4.620000000000001,3.192500000000001
4049,Denne revisionstjeneste åbner den 1. maj i år.,That service will open on 1 May this year.,5.53125,0.8633333333333333,3.1972916666666666
8838,Endelig et ord om Interreg.,"Finally, a word on INTERREG.",2.735999999999997,3.678000000000001,3.206999999999999
2604,Det er et uopretteligt tab.,This is an irreparable loss.,2.735999999999997,3.678000000000001,3.206999999999999
3505,Disse ser faktisk gode ud.,They look good in themselves.,1.7940000000000005,4.620000000000001,3.2070000000000007
4696,Jeg takker dem for deres udtalelser her i dag.,I thank them for their statements to the House.,2.956666666666667,3.4800000000000004,3.2183333333333337
6590,De andre betaler ikke.,The other parties are not paying.,2.942499999999999,3.5500000000000007,3.24625
9087,"Tak, hr. Lannoye.","Thank you, Mr Lannoye.",3.620000000000001,2.942499999999999,3.28125
7966,Det urene dyr er vågnet!,The foul monster has been reawakened!,-0.08999999999999986,6.689999999999998,3.299999999999999
2987,Det nævnes også i rapporten.,That is also mentioned in the report.,3.678000000000001,2.9285714285714306,3.3032857142857157
173,Jeg beder om Deres godkendelse.,I would urge you to endorse this.,6.504000000000001,0.23714285714285666,3.370571428571429
2375,"Det er tydeligt, at der ikke mangler regler.",It is clear that there is no lack of legislation.,4.353750000000002,2.41,3.381875000000001
5969,"Der er ingen, der beder om et julemirakel.",Nobody is asking for a Christmas tree.,3.1762499999999996,3.6014285714285705,3.388839285714285
5626,Vi må derfor reagere stærkt og hurtigt.,So our response must be rapid and strong.,4.274285714285714,2.5874999999999986,3.4308928571428563
5700,Europa er et retssamfund.,Europe is a community of law.,6.475000000000001,0.41000000000000014,3.442500000000001
7030,"Det er det, kultur 2000 står for.",That is what Culture 2000 represents.,0.23714285714285666,6.689999999999998,3.463571428571427
2569,"Det er der heller ingen, der kan forstå.",And no one can comprehend this attitude.,1.9987500000000011,4.947142857142854,3.4729464285714275
9094,Jeg føler stor sympati for denne protest.,I have a lot of sympathy with that protest.,5.620000000000001,1.3866666666666667,3.503333333333334
2428,Emnet er mere aktuelt end nogensinde.,The issue is as topical as it was before.,6.689999999999998,0.33999999999999986,3.514999999999999
797,(Mødet hævet kl. 20.25),(The sitting was closed at 8.25 p.m.),4.120000000000001,2.9285714285714306,3.524285714285716
5367,(Mødet hævet kl. 20.14),(The sitting was closed at 8.14 p.m.),4.120000000000001,2.9285714285714306,3.524285714285716
7072,(Mødet hævet kl. 21.55),(The sitting was closed at 9.55 p.m.),4.120000000000001,2.9285714285714306,3.524285714285716
8549,Der er fastsat fem måneder.,Five months are provided for this.,2.735999999999997,4.334999999999997,3.535499999999997
3409,Vi vil imidlertid have endnu mere.,"We want more than that, however.",4.334999999999997,2.7650000000000006,3.549999999999999
846,Den bør fortsætte ad denne vej.,It should continue along this path.,1.9800000000000004,5.120000000000001,3.5500000000000007
2938,Det var til det politiske aspekt.,So much for the political aspect.,3.5500000000000007,3.5500000000000007,3.5500000000000007
734,På Réunion er der f.eks. en arbejdsløshed på 37%.,"In Reunion, for example, the rate is 37%.",4.526666666666667,2.5874999999999986,3.557083333333333
4671,Lad os holde op med at skyggebokse.,Let us stop the shadow-boxing.,1.5828571428571436,5.562000000000001,3.5724285714285724
9009,Nu til indholdet i betænkningen.,I now come to the content of the report.,7.445999999999998,-0.18333333333333357,3.631333333333332
4215,Det andet punkt drejer sig om Syrien.,The second point relates to Syria.,2.9285714285714306,4.334999999999997,3.631785714285714
5803,Det var mine tre spørgsmål.,These are my three questions.,2.735999999999997,4.620000000000001,3.677999999999999
727,Hvordan er et retfærdigt samfund?,What is a fair society?,8.387999999999998,-1.032,3.677999999999999
8736,"Jeg håber, de bliver vedtaget.",I hope for their adoption.,5.562000000000001,1.7940000000000005,3.678000000000001
9225,Vi i Den Europæiske Union er et fællesskab!,We in the European Union are one Community.,3.7650000000000006,3.7650000000000006,3.7650000000000006
3918,Spørgsmålet er bare hvordan.,It is just a question of how.,10.0075,-2.4542857142857173,3.7766071428571415
93,Alle andre mente noget andet.,All of the others were of a different opinion.,4.620000000000001,2.956666666666667,3.788333333333334
8870,"Dette er ikke politik, men livets simple logik.",This is not policy; it is life' s simple logic.,6.120000000000001,1.468,3.7940000000000005
5722,Det er et spørgsmål om overbevisning.,It is also a matter of conviction.,6.689999999999998,0.9100000000000001,3.799999999999999
5288,"Dem kan man imødekomme, det er muligt.",We can take action against this; it is possible.,3.6014285714285705,4.003333333333334,3.802380952380952
3913,Men vi har brug for en gennemgribende reform.,But we need radical reform.,4.942499999999999,2.735999999999997,3.839249999999998
4126,(Mødet hævet kl. 23.15),(The sitting was closed at 11.15 p.m.),4.120000000000001,3.6014285714285705,3.8607142857142858
8080,(Mødet hævet kl. 12.25),(The sitting was closed at 12.25 p.m.),4.120000000000001,3.6014285714285705,3.8607142857142858
717,Hvad medfører dette?,What is the result?,8.329999999999998,-0.5899999999999999,3.869999999999999
1022,Vi vil have en reel konkurrencekultur i EU.,We want a true culture of competition in Europe.,3.7650000000000006,4.003333333333334,3.884166666666667
8242,Hørt! Vi er helt enige.,"Quite, we agree absolutely.",-1.032,8.829999999999998,3.898999999999999
9075,"Tak, hr. Medina Ortega.","Thank you, Mr Medina Ortega.",4.120000000000001,3.678000000000001,3.899000000000001
6178,"Men det er præcis det, der sker.","However, that is precisely what is happening.",-0.4357142857142833,8.311428571428571,3.937857142857144
722,Vi skal give dem denne mulighed.,We must give them this opportunity.,2.7650000000000006,5.120000000000001,3.942500000000001
1728,Det er der ikke ændret noget ved.,Nothing has changed there.,0.23714285714285666,7.6525,3.9448214285714283
7652,"Jeg noterer det, De netop sagde, hr. Speroni.","I have taken note of your comment, Mr Speroni.",4.942499999999999,2.956666666666667,3.949583333333333
7389,Vi er nået frem til det afgørende spørgsmål.,We have arrived at the final question.,4.353750000000002,3.6014285714285705,3.977589285714286
4505,Det spørgsmål plager mig gang på gang.,I find this question more and more worrying.,3.6014285714285705,4.353750000000002,3.977589285714286
3615,Der er siden da indført en række kodekser.,A number of codes have since been introduced.,3.1762499999999996,4.942499999999999,4.059374999999999
9310,"Fordi den er politisk, er den mere kompleks.",Because it is political it is more complex.,4.353750000000002,3.7650000000000006,4.059375000000001
7577,Der er fremsat i alt 48 ændringsforslag.,A total of 48 amendments have been tabled.,4.947142857142854,3.1762499999999996,4.061696428571427
3787,Lad mig begynde med det vigtigste mål.,Allow me to start with the most important demand.,3.6014285714285705,4.526666666666667,4.064047619047619
8468,Der er intet sket!,Nothing has happened!,-1.7674999999999983,9.899999999999999,4.06625
7541,Nej naturligvis ikke!,"No, of course not.",9.899999999999999,-1.7674999999999983,4.06625
28,Det drejer sig om Alexander Nikitin.,It is the case of Alexander Nikitin.,5.905000000000001,2.2557142857142836,4.080357142857142
7396,De har allerede betalt.,They have paid already.,4.120000000000001,4.120000000000001,4.120000000000001
6493,Retten i Første Instans,Court of First Instance,4.120000000000001,4.120000000000001,4.120000000000001
6617,Det er helt fantastisk!,That is excellent news!,4.120000000000001,4.120000000000001,4.120000000000001
288,Efter min mening var det fremragende.,I thought that it was quite superb.,6.689999999999998,1.5828571428571436,4.136428571428571
7391,Det lyder ganske enkelt: Hvem skal betale?,That is quite simply: Who pays?,6.2928571428571445,1.9800000000000004,4.1364285714285725
2858,Der er sikkert forskellige holdninger til det.,There may be a number of views on that.,8.984285714285715,-0.706666666666667,4.138809523809524
9805,Der skal også ske besparelser.,There must also be savings.,5.562000000000001,2.735999999999997,4.148999999999999
3192,Hvor mange har fundet arbejde?,How many people found work?,5.562000000000001,2.735999999999997,4.148999999999999
6988,Vi ønsker et farverigt Europa.,We want a colourful Europe.,5.562000000000001,2.735999999999997,4.148999999999999
98,Et sådant dokument findes ikke!,There is no such document!,6.504000000000001,1.7940000000000005,4.149000000000001
802,Jeg henviser til dagsordenens punkt 11.,I refer to item 11 on the order of business.,8.260000000000002,0.054999999999999716,4.157500000000001
6256,Og man skal helt sikkert sætte sig klare mål.,We must clearly set firm objectives.,2.43333333333333,5.905000000000001,4.169166666666666
2273,Vi må dog også holde fast ved kendsgerningerne.,"However, we must stick to the facts.",6.120000000000001,2.2557142857142836,4.187857142857142
1285,Det er efter min mening ikke acceptabelt.,This is unacceptable to my mind.,5.620000000000001,2.7650000000000006,4.192500000000001
9739,De og Deres ambitioner er meget velkomne.,I welcome you and your ambition.,5.620000000000001,2.7650000000000006,4.192500000000001
9785,Jeg nævner tre eksempler.,Let me give you three examples.,6.475000000000001,1.9800000000000004,4.227500000000001
2386,Nogle af dem sejler også under maltesisk flag.,Some of them also sail under the Maltese flag.,5.53125,2.956666666666667,4.2439583333333335
8201,Vi har forsøgt at gennemføre det.,We have tried to drive this proposal through.,3.5500000000000007,4.942499999999999,4.24625
7180,Jeg beder Dem om at støtte denne fælles holdning.,I would ask you to support this common position.,4.526666666666667,4.003333333333334,4.265000000000001
9364,Vi kan sammen med Dem tage initiativer om dette.,We can submit motions for this together with you.,4.003333333333334,4.526666666666667,4.265000000000001
5328,"Jeg tror, at det vil blive problematisk.",I think that this will be problematic.,4.947142857142854,3.6014285714285705,4.274285714285712
6361,Derfor vil jeg gerne fremhæve det her!,That is why he deserves special mention!,3.6014285714285705,4.947142857142854,4.274285714285712
6854,Det var et vigtigt argument for os.,This was an important consideration for us.,1.5828571428571436,6.965714285714284,4.274285714285714
6882,Kultur 2000,CULTURE 2000,3.120000000000001,5.475000000000001,4.297500000000001
7007,Det er et grelt misforhold!,There is a blatant discrepancy here!,2.735999999999997,5.905000000000001,4.320499999999999
252,Transport af farligt gods ad vej,Transport of dangerous goods by road,2.7650000000000006,5.905000000000001,4.335000000000001
5758,Det er derfor politisk af natur.,It is therefore political by nature.,2.7650000000000006,5.905000000000001,4.335000000000001
1472,Er dette blot en politisk gestus?,Is this simply a political gesture?,3.5500000000000007,5.120000000000001,4.335000000000001
9305,"Den er politisk, fordi vi bevæger os fremad.",They are political because we are moving on.,4.353750000000002,4.353750000000002,4.353750000000002
5718,Det må helt sikkert være i alles interesse.,That surely is in everyone' s interests.,3.7650000000000006,4.947142857142854,4.356071428571427
7222,Det alene skaber en stor mængde affald.,This in itself generates a large amount of waste.,4.274285714285714,4.526666666666667,4.400476190476191
1200,Så juridisk må der gøres noget.,"So, judicially, something needs to be done.",1.9800000000000004,6.965714285714284,4.472857142857142
9168,Men vi skal så afgjort gøre mere endnu.,"Nevertheless, we definitely have to do more.",1.4100000000000001,7.6385714285714315,4.524285714285716
6071,Det er jo rent orwell'sk. Jeg vil bede hr.,"It is, of course, thoroughly Orwellian.",0.8633333333333333,8.260000000000002,4.561666666666667
2984,"Tak for spørgsmålet, hr. Bowe.","Thank you, Mr Bowe, for that question.",5.562000000000001,3.6014285714285705,4.581714285714286
2962,"Tak for spørgsmålet, hr. Bowe.","Thank you, Mr Bowe, for your question.",5.562000000000001,3.6014285714285705,4.581714285714286
7108,"Det er også, hvad min gruppe udtrykkeligt ønsker.",This too is a particular desire of my group.,7.297499999999999,1.9100000000000001,4.60375
5965,Der skal fastsættes en politik.,They need a political deal.,6.504000000000001,2.735999999999997,4.619999999999999
5857,"Mange tak, fru Schörling.",". (SV) Thank you, Mrs Schörling.",6.475000000000001,2.7650000000000006,4.620000000000001
5508,Det ser vi konsekvenserne af nu!,And these are the consequences!,2.7650000000000006,6.504000000000001,4.634500000000001
2178,Der er klart tale om en økologisk katastrofe.,What we have here is an ecological disaster.,4.942499999999999,4.353750000000002,4.648125
9912,I Deres arbejdsprogram er der ikke noget nyt.,There is nothing new in your work programme.,4.942499999999999,4.353750000000002,4.648125
5608,Vores svar på dette afgørende spørgsmål er nej.,Our answer to this crucial question is no.,6.120000000000001,3.1762499999999996,4.648125
7394,Det er ikke urimeligt.,That is not unreasonable.,2.942499999999999,6.475000000000001,4.70875
7102,Lad mig sige noget om omkostningerne.,May I say something about costs.,6.689999999999998,2.7650000000000006,4.727499999999999
8554,Hvordan søger man efter disse folk?,How will these people be selected?,5.120000000000001,4.334999999999997,4.727499999999999
5808,Det er en del af risikoforvaltningen.,This is part of risk management.,6.689999999999998,2.7650000000000006,4.727499999999999
4179,Jeg vil gerne understrege dette punkt.,I want to underline that point.,7.475000000000001,1.9800000000000004,4.727500000000001
6961,Truslen kommer dog ikke fra Europa.,"However, it is not under threat from Europe.",5.120000000000001,4.353750000000002,4.736875000000001
5623,"Vi må reagere hurtigt, stærkt og samlet.","We must make a rapid, strong and united response.",4.947142857142854,4.526666666666667,4.736904761904761
7134,Ingen af delene er rigtige.,Neither is correct.,2.735999999999997,6.760000000000002,4.747999999999999
326,Afstemningen finder sted i morgen kl. 12.00.,The vote will take place tomorrow at 12 p.m.,7.6385714285714315,1.9100000000000001,4.774285714285716
251,Afstemningen finder sted i morgen kl. 12.00.,The vote will take place tomorrow at 12 p.m.,7.6385714285714315,1.9100000000000001,4.774285714285716
3582,Afstemningen finder sted i morgen kl. 12.00.,The vote will take place tomorrow at 12 p.m.,7.6385714285714315,1.9100000000000001,4.774285714285716
1516,Afstemningen finder sted i morgen kl. 12.00.,The vote will take place tomorrow at 12 p.m.,7.6385714285714315,1.9100000000000001,4.774285714285716
1780,Afstemningen finder sted i morgen kl. 12.00.,The vote will take place tomorrow at 12 p.m.,7.6385714285714315,1.9100000000000001,4.774285714285716
4125,Afstemningen finder sted i morgen kl. 12.00.,The vote will take place tomorrow at 12 p.m.,7.6385714285714315,1.9100000000000001,4.774285714285716
629,Afstemningen finder sted i morgen kl. 12.00.,The vote will take place tomorrow at 12 p.m.,7.6385714285714315,1.9100000000000001,4.774285714285716
4008,Hans tillid til EU's politik skal genvindes.,We must win back their faith in EU politics.,7.6385714285714315,1.9100000000000001,4.774285714285716
796,Afstemningen finder sted i morgen kl. 12.00.,The vote will take place tomorrow at 12 p.m.,7.6385714285714315,1.9100000000000001,4.774285714285716
9922,Intetsteds har De gjort det.,You have not integrated it anywhere.,3.678000000000001,5.905000000000001,4.791500000000001
7516,Der er tre formål med dette direktiv.,The present directive has three aims.,2.9285714285714306,6.689999999999998,4.809285714285714
6383,Jeg vil begrænse min redegørelse til to områder.,I propose to confine my comments to two areas.,6.708749999999998,2.956666666666667,4.832708333333333
9107,"Hr. Corbett, jeg har ikke hørt tale om noget.","Mr Corbett, I have not received any notification.",2.43333333333333,7.297499999999999,4.865416666666665
1293,Dengang opnåede man ikke flertal.,There was no majority for this at the time.,8.387999999999998,1.3866666666666667,4.887333333333332
8161,Vi kan altså højst planlægge et emne mere.,We can therefore table only one additional item.,3.1762499999999996,6.708749999999998,4.942499999999999
5400,"Hr. Gollnisch, undskyld, men De har et minut.","Mr Gollnisch, excuse me, you have one minute.",4.942499999999999,4.942499999999999,4.942499999999999
7090,Hvad skal vi gøre med de skrottede produkter?,What should we do with the shredded products?,4.942499999999999,4.942499999999999,4.942499999999999
4334,Det mener jeg er en særdeles opløftende nyhed.,I consider this to be very encouraging news.,5.53125,4.353750000000002,4.942500000000001
9791,Her skal De gøre Deres dagsorden færdig.,You still have not finished that agenda.,4.947142857142854,4.947142857142854,4.947142857142854
3579,Ellers kan vi ikke udføre vores arbejde.,"Otherwise, we cannot carry out our work.",4.947142857142854,4.947142857142854,4.947142857142854
6894,"Det, vi gør her, er egentlig skammeligt!",It is downright scandalous what goes on!,4.947142857142854,4.947142857142854,4.947142857142854
5426,Man må ikke være så politisk sekterisk.,We should not be so politically partisan.,4.274285714285714,5.620000000000001,4.9471428571428575
2422,Men også det skal gennemføres professionelt.,But there is an art to that as well.,12.184999999999995,-2.2766666666666637,4.954166666666666
1401,Hvad mener kommissæren om det?,What is the Commissioner' s opinion of this?,5.562000000000001,4.353750000000002,4.957875000000001
4594,Der er en forfærdelig racisme i vores samfund.,The level of racism in our society is terrifying.,5.53125,4.526666666666667,5.028958333333334
6953,Begge har gjort et fantastisk arbejde.,Both of them have done a first-class job.,7.475000000000001,2.5874999999999986,5.03125
6881,Afstemningen finder sted i morgen kl. 11.00.,The vote will take place at 11 a.m. tomorrow.,7.6385714285714315,2.43333333333333,5.035952380952381
5738,Afstemningen finder sted i morgen kl. 11.00.,The vote will take place at 11 a.m. tomorrow.,7.6385714285714315,2.43333333333333,5.035952380952381
6743,Afstemningen finder sted i morgen kl. 11.00.,The vote will take place at 11 a.m. tomorrow.,7.6385714285714315,2.43333333333333,5.035952380952381
7071,Afstemningen finder sted i morgen kl. 11.00.,The vote will take place at 11 a.m. tomorrow.,7.6385714285714315,2.43333333333333,5.035952380952381
6573,Afstemningen finder sted i morgen kl. 11.00.,The vote will take place at 11 a.m. tomorrow.,7.6385714285714315,2.43333333333333,5.035952380952381
4846,"Jeg forstår, at Portugal er berørt af dette her.",I understand that Portugal is affected by this.,4.003333333333334,6.120000000000001,5.061666666666667
2186,Resten kender vi.,We know what actually happened.,3.620000000000001,6.504000000000001,5.062000000000001
5794,Hvordan definerer De det?,How would you describe this?,6.475000000000001,3.678000000000001,5.076500000000001
3684,Det er en fremragende betænkning.,It is an excellent report.,8.387999999999998,1.7940000000000005,5.090999999999999
5074,Det understregede hr. Désir også for lidt siden.,This has also just been underlined by Mr Désir.,6.708749999999998,3.4800000000000004,5.094374999999999
4896,Vi har bestræbt os på at yde materiel hjælp.,We have endeavoured to provide material help.,1.9100000000000001,8.311428571428571,5.110714285714286
7375,Den er i høj grad blevet politisk.,It has become eminently political.,0.9100000000000001,9.329999999999998,5.119999999999999
367,Følgerne lader ikke vente på sig.,The consequences do not inspire hope.,3.5500000000000007,6.689999999999998,5.119999999999999
9633,Det drejer sig slet ikke om cirklens kvadratur.,This is not impossible.,6.120000000000001,4.120000000000001,5.120000000000001
7915,Et menneskes natur ændrer sig ikke.,Leopards do not change their spots.,5.120000000000001,5.120000000000001,5.120000000000001
1685,Præcis lige som Europol.,"It is, in fact, something very positive.",5.297499999999999,4.947142857142854,5.122321428571427
943,Det indre marked er grundlaget for vores arbejde.,The internal market is the basis for our work.,7.297499999999999,2.956666666666667,5.127083333333333
784,Dette er det første politiske punkt.,This is my first point regarding the policy.,5.905000000000001,4.353750000000002,5.129375000000001
6488,Jeg står altså til disposition.,I will keep myself free in this connection.,6.504000000000001,3.7650000000000006,5.134500000000001
6241,Det er blevet gentaget ved mange lejligheder.,"This time, however, it is true.",8.311428571428571,1.9800000000000004,5.145714285714286
7384,Den er fuldt ud acceptabel i sin nuværende form.,"It is, as it stands, perfectly acceptable.",4.003333333333334,6.2928571428571445,5.148095238095239
7612,Det omfattes ikke af direktivet.,This is not covered by the directive.,7.445999999999998,2.9285714285714306,5.187285714285714
7503,Hvorfor skulle det ikke lykkes andre steder?,Why would it not work elsewhere?,7.6385714285714315,2.7650000000000006,5.201785714285716
7735,Det må under ingen omstændigheder sættes på spil.,This should not in any way be jeopardised.,7.297499999999999,3.1762499999999996,5.2368749999999995
3456,Det ene er nuklear sikkerhed i Østeuropa.,One is nuclear safety in Eastern Europe.,5.620000000000001,4.947142857142854,5.2835714285714275
2788,Det er helt klart den rigtige fremgangsmåde.,That is very much the right approach.,7.6385714285714315,2.9285714285714306,5.283571428571431
1384,Men Europa forandrer sig.,But Europe is changing.,6.475000000000001,4.120000000000001,5.297500000000001
3005,Jeg kan ikke besvare det spørgsmål.,I cannot answer that question.,5.120000000000001,5.562000000000001,5.341000000000001
290,Dette direktiv er et bidrag hertil.,This directive is a contribution to this.,5.120000000000001,5.620000000000001,5.370000000000001
1296,Det er efter min mening ikke acceptabelt!,I consider this to be unacceptable.,5.620000000000001,5.120000000000001,5.370000000000001
4616,Enhver demokrat kan få øje på to nøgleproblemer.,Any democrat can spot two key problems.,6.708749999999998,4.274285714285714,5.491517857142856
6247,Og det er farligt for udvidelsen.,That puts enlargement in danger.,3.5500000000000007,7.445999999999998,5.497999999999999
4339,Det ville være en lignende situation.,That would be a similar situation.,6.689999999999998,4.334999999999997,5.5124999999999975
6805,Lige et sidste ord om programmet.,One last word regarding the programme.,3.5500000000000007,7.475000000000001,5.512500000000001
9572,Men nu til det alvorlige.,But seriously.,0.8520000000000003,10.184999999999999,5.5184999999999995
8863,Risikoen for udstødelse er stor.,There is an immense risk of exclusion.,7.445999999999998,3.6014285714285705,5.523714285714284
3996,"Derudover er den ""forvirret"".",It is also 'confusing' .,11.184999999999995,-0.08999999999999986,5.547499999999998
6492,Afstemningen finder sted i morgen kl. 11.00.,The vote will take place tomorrow at 11.00 a.m.,7.6385714285714315,3.4800000000000004,5.559285714285716
4928,Spørgsmål nr. 9 af (H-0798/99):,Question No 9 by (H-0798/99):,6.504000000000001,4.620000000000001,5.562000000000001
4828,Spørgsmål nr. 5 af (H-0785/99):,Question No 5 by (H-0785/99):,6.504000000000001,4.620000000000001,5.562000000000001
4596,Racismen er rodfæstet i Irland.,Racism in Ireland is endemic.,6.504000000000001,4.620000000000001,5.562000000000001
4858,Spørgsmål nr. 6 af (H-0788/99):,Question No 6 by (H-0788/99):,6.504000000000001,4.620000000000001,5.562000000000001
4751,Spørgsmål nr. 1 af (H-0780/99):,Question No 1 by (H-0780/99):,6.504000000000001,4.620000000000001,5.562000000000001
4917,Spørgsmål nr. 8 af (H-0796/99):,Question No 8 by (H-0796/99):,6.504000000000001,4.620000000000001,5.562000000000001
4209,Jeg vil understrege fire punkter.,I want to emphasise four points.,8.387999999999998,2.7650000000000006,5.576499999999999
7827,Derfor stemmer jeg imod denne betænkning.,This is why I am voting against the report.,9.829999999999998,1.3866666666666667,5.6083333333333325
53,"Kære kolleger, vi vil undersøge alt dette.","Mr Berenguer Fuster, we shall check all this.",6.2928571428571445,4.942499999999999,5.617678571428572
3847,Fremover skal en enkelt nøgle være tilstrækkelig.,A single key is to suffice in future.,11.002857142857145,0.2325000000000017,5.6176785714285735
5631,Vi må altså finde en politisk løsning.,We must therefore find a political solution.,3.6014285714285705,7.6385714285714315,5.620000000000001
4546,Der mangler svar.,Answers are still awaited.,3.620000000000001,7.6525,5.63625
4005,At garantere det er et vigtigt anligggende.,Securing this is a major priority.,6.965714285714284,4.334999999999997,5.650357142857141
5251,Vi søger løsninger.,We are looking for solutions.,6.760000000000002,4.620000000000001,5.690000000000001
6713,Ændringsforslag 4 har lidt samme karakter.,Amendment No 4 is of a similar nature.,10.615000000000002,0.8212499999999991,5.718125000000001
514,Jeg vil gerne forklare vores tankegang.,I would like to explain our thinking here.,8.260000000000002,3.1762499999999996,5.718125000000001
4088,Det er i tråd med beslutningsforslaget.,That is in line with the draft resolution.,8.260000000000002,3.1762499999999996,5.718125000000001
7372,Lad jer ikke narre af bilfabrikanterne!,Do not be fooled by the car manufacturers!,8.260000000000002,3.1762499999999996,5.718125000000001
333,Afgrunden mellem rige og fattige vokser.,We have seen the gap between rich and poor widen.,9.044999999999998,2.41,5.727499999999999
2328,På den anden side er det nødvendigt at forebygge.,"On the other hand, prevention is essential.",4.526666666666667,6.965714285714284,5.746190476190476
7627,Det skal ikke optræde i ændringsforslaget.,It should not be in the amendment.,10.615000000000002,0.9100000000000001,5.762500000000001
6128,Hvad mener Kommissionen om dette?,What is the Commission' s verdict on this?,8.387999999999998,3.1762499999999996,5.782124999999999
4560,Det skylder vi imidlertid Europas borgere.,And yet we owe this to the citizens of Europe.,10.615000000000002,0.9969999999999999,5.806000000000001
3518,Vi må kunne se tydelige fremskridt.,Clear progress must be visible.,5.120000000000001,6.504000000000001,5.812000000000001
7367,Men hvem skal betale omkostningerne?,Now who should pay the costs?,11.214000000000006,0.41000000000000014,5.812000000000003
3874,Ryd op i junglen af personaletilskud!,Sort out the tangle of staff allowances.,6.689999999999998,4.947142857142854,5.818571428571426
6032,Det handler om et socialt retfærdigt Europa.,It is all about creating a socially just Europe.,7.6385714285714315,4.003333333333334,5.820952380952383
8474,Det er et spørgsmål om solidaritet og fremgang.,That is a question of solidarity and progress.,6.120000000000001,5.53125,5.8256250000000005
8584,Det er desværre ikke tilfældet i Irland.,"This, unfortunately, is not the case in Ireland.",4.947142857142854,6.708749999999998,5.827946428571426
2414,Udenfor står de berørte og venter.,The victims are waiting outside.,4.334999999999997,7.445999999999998,5.890499999999998
766,Jeg vil gerne nævne nogle specifikke punkter.,I should like to mention a few specific points.,8.311428571428571,3.4800000000000004,5.895714285714286
3934,Dette er måske en smule foruroligende.,Perhaps this is a little worrying.,7.475000000000001,4.334999999999997,5.904999999999999
